,temperature (degC),urban_temperature (degC),wind_speed (m/s),humidex (degC),soil_temperature_level_1 (degC),wind_speed (m/s),wind_direction (deg),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),surface_direct_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
2020-01-01 00:00:00,22.33,24.7,1.98,31.54,23.75,1.98,9.33,0,411,-0.04,0.0,0.0,0.97,96898.66,0.98,0.04,-0.0
2020-01-01 01:00:00,22.13,24.46,1.85,31.2,23.63,1.85,6.84,0,405,-0.04,0.0,0.0,0.98,96866.82,1.0,0.14,-0.0
2020-01-01 02:00:00,22.03,24.27,1.95,31.09,23.6,1.95,356.93,0,402,-0.04,0.0,0.0,0.98,96833.71,0.99,0.24,-0.0
2020-01-01 03:00:00,21.73,23.98,2.1,30.59,23.36,2.1,350.05,0,396,-0.04,0.0,0.0,0.99,96792.23,0.97,0.13,-0.0
2020-01-01 04:00:00,21.8,23.88,2.07,30.66,23.41,2.07,353.18,0,395,-0.04,0.0,0.0,0.98,96734.36,0.99,0.16,-0.0
2020-01-01 05:00:00,21.78,23.74,1.98,30.58,23.34,1.98,346.59,0,403,-0.04,0.0,0.0,0.98,96737.12,0.99,0.01,-0.0
2020-01-01 06:00:00,21.82,23.64,1.82,30.63,23.35,1.82,340.47,0,397,-0.04,0.0,0.0,0.98,96789.8,0.99,0.0,-0.0
2020-01-01 07:00:00,22.28,23.79,1.53,31.19,23.16,1.53,358.78,35,395,12.28,178.0,24.0,0.96,96815.24,0.96,0.02,-0.0
2020-01-01 08:00:00,23.67,24.55,1.34,32.84,23.73,1.34,357.46,183,400,80.41,264.0,103.0,0.89,96892.41,0.92,0.02,-0.0
2020-01-01 09:00:00,24.89,25.39,1.84,34.78,24.4,1.84,346.15,338,408,168.48,322.0,170.0,0.87,96948.82,0.85,0.1,-0.0
2020-01-01 10:00:00,25.76,26.19,1.7,36.15,24.91,1.7,341.31,469,410,285.4,402.0,184.0,0.85,96978.71,0.88,0.28,-0.0
2020-01-01 11:00:00,26.74,27.16,1.56,35.92,25.71,1.56,337.07,576,428,275.26,322.0,301.0,0.75,96955.06,0.92,1.4,-0.0
2020-01-01 12:00:00,25.8,27.09,1.61,35.3,25.99,1.61,342.2,488,432,224.26,237.0,265.0,0.8,96877.4,0.98,3.28,-0.0
2020-01-01 13:00:00,26.26,27.69,1.55,36.24,26.03,1.55,339.7,500,422,194.7,200.0,306.0,0.81,96795.87,0.93,3.09,-0.0
2020-01-01 14:00:00,27.33,28.64,1.35,37.95,26.36,1.35,346.53,562,419,237.85,252.0,324.0,0.79,96672.31,0.87,0.24,-0.0
2020-01-01 15:00:00,28.14,29.44,1.51,38.6,26.79,1.51,314.17,545,416,243.4,286.0,302.0,0.75,96611.36,0.94,0.22,-0.0
2020-01-01 16:00:00,27.68,29.44,1.53,38.04,26.75,1.53,301.11,388,414,177.53,251.0,211.0,0.76,96530.96,0.98,0.51,-0.0
2020-01-01 17:00:00,26.94,29.16,0.69,37.4,26.22,0.69,297.47,248,417,101.61,196.0,147.0,0.8,96501.09,1.0,0.03,-0.0
2020-01-01 18:00:00,25.6,28.47,1.14,35.78,25.58,1.14,302.13,145,411,50.21,168.0,96.0,0.85,96503.52,0.99,0.02,-0.0
2020-01-01 19:00:00,24.58,27.83,1.14,34.89,25.32,1.14,306.34,33,408,10.1,157.0,23.0,0.91,96570.37,0.98,0.07,-0.0
2020-01-01 20:00:00,24.09,27.4,1.45,34.06,24.94,1.45,327.66,0,410,-0.04,0.0,0.0,0.92,96638.03,0.97,0.05,-0.0
2020-01-01 21:00:00,23.67,27.02,1.39,33.42,24.53,1.39,335.21,0,407,-0.04,0.0,0.0,0.93,96781.7,0.97,0.04,-0.0
2020-01-01 22:00:00,23.35,26.67,1.67,32.9,24.15,1.67,332.64,0,405,-0.04,0.0,0.0,0.94,96836.31,0.97,0.0,-0.0
2020-01-01 23:00:00,22.93,26.29,1.78,32.21,23.69,1.78,322.92,0,406,-0.04,0.0,0.0,0.94,96841.99,0.95,0.0,-0.0
2020-01-02 00:00:00,22.34,25.81,1.84,31.27,23.16,1.84,313.84,0,404,-0.04,0.0,0.0,0.95,96858.7,0.99,0.0,-0.0
2020-01-02 01:00:00,22.31,25.61,1.72,31.26,23.17,1.72,305.45,0,402,-0.04,0.0,0.0,0.96,96828.85,1.0,0.06,-0.0
2020-01-02 02:00:00,22.03,25.3,1.55,30.83,22.95,1.55,306.08,0,400,-0.04,0.0,0.0,0.96,96808.51,1.0,0.0,-0.0
2020-01-02 03:00:00,21.76,24.98,1.56,30.44,22.84,1.56,309.9,0,391,-0.04,0.0,0.0,0.97,96746.0,0.98,0.0,-0.0
2020-01-02 04:00:00,21.58,24.73,1.45,30.11,22.71,1.45,299.66,0,403,-0.04,0.0,0.0,0.97,96719.67,1.0,0.07,-0.0
2020-01-02 05:00:00,21.9,24.74,1.35,30.71,22.78,1.35,302.24,0,398,-0.04,0.0,0.0,0.97,96757.66,0.99,0.02,-0.0
2020-01-02 06:00:00,21.7,24.5,1.22,30.43,22.68,1.22,293.4,0,402,-0.04,0.0,0.0,0.98,96765.59,1.0,0.01,-0.0
2020-01-02 07:00:00,22.86,24.95,1.4,32.03,23.41,1.4,278.05,26,399,6.63,99.0,20.0,0.94,96842.2,1.0,0.01,-0.0
2020-01-02 08:00:00,23.42,25.28,1.12,32.9,23.09,1.12,290.12,190,396,96.84,320.0,93.0,0.93,96893.97,0.98,0.01,-0.0
2020-01-02 09:00:00,24.71,26.18,1.33,34.56,23.58,1.33,306.25,407,400,277.49,533.0,130.0,0.88,96942.34,0.99,0.03,-0.0
2020-01-02 10:00:00,25.74,27.07,1.99,36.31,24.31,1.99,312.11,514,415,310.02,437.0,205.0,0.86,97029.03,1.0,0.16,-0.0
2020-01-02 11:00:00,26.23,27.69,2.24,36.72,25.11,2.24,316.61,511,421,234.21,274.0,277.0,0.84,97058.9,1.0,0.3,-0.0
2020-01-02 12:00:00,26.83,28.39,2.06,37.72,26.05,2.06,317.34,528,434,150.34,159.0,378.0,0.83,97010.13,1.0,1.79,-0.0
2020-01-02 13:00:00,26.99,28.78,2.37,38.03,26.25,2.37,324.83,448,432,98.32,101.0,350.0,0.83,96806.72,0.99,0.95,-0.0
2020-01-02 14:00:00,26.7,29.06,1.87,37.74,26.64,1.87,320.61,592,423,261.68,277.0,331.0,0.84,96822.16,0.94,0.65,-0.0
2020-01-02 15:00:00,26.07,29.0,1.18,36.17,26.8,1.18,321.01,430,421,169.17,198.0,262.0,0.82,96675.81,0.87,0.43,-0.0
2020-01-02 16:00:00,26.99,29.72,0.55,37.96,26.77,0.55,350.82,439,418,185.57,262.0,254.0,0.82,96582.21,0.94,0.19,-0.0
2020-01-02 17:00:00,26.68,29.69,0.59,37.89,26.52,0.59,332.67,297,420,142.9,275.0,154.0,0.85,96583.88,0.96,0.1,-0.0
2020-01-02 18:00:00,24.76,28.68,1.35,35.1,25.94,1.35,257.89,138,414,61.35,204.0,77.0,0.9,96712.2,0.98,1.34,-0.0
2020-01-02 19:00:00,23.94,28.09,1.57,34.16,25.55,1.57,255.2,19,416,4.42,67.0,15.0,0.94,96789.58,0.99,1.34,-0.0
2020-01-02 20:00:00,23.43,27.64,1.42,33.28,25.05,1.42,299.52,0,417,-0.04,0.0,0.0,0.95,96842.28,0.99,0.56,-0.0
2020-01-02 21:00:00,22.85,27.16,1.28,32.57,24.63,1.28,352.7,0,413,-0.04,0.0,0.0,0.97,96941.35,0.99,0.27,-0.0
2020-01-02 22:00:00,22.59,26.83,1.47,32.17,24.26,1.47,24.42,0,411,-0.04,0.0,0.0,0.98,97037.53,0.99,0.19,-0.0
2020-01-02 23:00:00,22.45,26.56,1.57,31.97,24.08,1.57,23.71,0,409,-0.04,0.0,0.0,0.99,97023.89,1.0,0.14,-0.0
2020-01-03 00:00:00,22.22,26.25,1.7,31.52,23.79,1.7,14.86,0,413,-0.04,0.0,0.0,0.99,96982.14,1.0,0.17,-0.0
2020-01-03 01:00:00,22.26,26.09,1.63,31.6,23.8,1.63,353.98,0,412,-0.04,0.0,0.0,0.99,96955.14,1.0,0.12,-0.0
2020-01-03 02:00:00,22.2,25.89,1.42,31.49,23.75,1.42,345.07,0,410,-0.04,0.0,0.0,0.99,96903.23,1.0,0.15,-0.0
2020-01-03 03:00:00,22.24,25.73,1.57,31.51,23.77,1.57,350.04,0,409,-0.04,0.0,0.0,0.98,96853.85,1.0,0.18,-0.0
2020-01-03 04:00:00,21.92,25.4,1.64,30.9,23.43,1.64,336.25,0,409,-0.04,0.0,0.0,0.98,96847.93,1.0,1.04,-0.0
2020-01-03 05:00:00,21.91,25.24,1.74,30.84,23.37,1.74,328.09,0,410,-0.04,0.0,0.0,0.98,96841.41,1.0,0.28,-0.0
2020-01-03 06:00:00,21.93,25.08,1.71,30.85,23.29,1.71,321.21,0,408,-0.04,0.0,0.0,0.98,96910.04,0.99,0.4,-0.0
2020-01-03 07:00:00,22.98,25.47,1.48,32.67,24.18,1.48,352.93,14,407,1.74,26.0,13.0,0.96,96968.77,0.99,0.18,-0.0
2020-01-03 08:00:00,23.83,25.84,1.44,33.72,24.5,1.44,338.65,70,414,11.02,36.0,59.0,0.93,97039.99,0.99,0.11,-0.0
2020-01-03 09:00:00,24.68,26.29,1.58,34.96,24.82,1.58,333.79,154,416,16.17,31.0,139.0,0.9,97091.25,1.0,0.14,-0.0
2020-01-03 10:00:00,25.0,26.54,1.94,35.6,24.98,1.94,329.71,199,425,21.33,30.0,178.0,0.9,97155.9,1.0,0.18,-0.0
2020-01-03 11:00:00,26.43,27.55,2.01,37.87,25.4,2.01,321.01,431,417,146.73,172.0,285.0,0.87,97122.72,0.99,0.19,-0.0
2020-01-03 12:00:00,27.65,28.56,1.89,39.47,25.62,1.89,314.98,527,424,164.95,175.0,363.0,0.83,97085.13,1.0,0.32,-0.0
2020-01-03 13:00:00,27.5,28.85,1.96,39.11,26.03,1.96,326.42,489,431,141.83,145.0,348.0,0.83,96935.62,0.98,0.5,-0.0
2020-01-03 14:00:00,26.39,28.69,2.66,36.17,26.55,2.66,308.53,541,433,212.08,224.0,330.0,0.79,96801.84,0.98,1.11,-0.0
2020-01-03 15:00:00,24.8,28.2,2.28,34.39,26.69,2.28,294.66,472,429,201.61,236.0,271.0,0.86,96767.27,1.0,5.58,-0.0
2020-01-03 16:00:00,23.29,27.46,1.95,32.48,25.99,1.95,300.08,203,421,22.39,31.0,181.0,0.92,96610.58,0.99,0.97,-0.0
2020-01-03 17:00:00,23.15,27.4,1.16,32.38,25.53,1.16,303.94,217,410,35.28,67.0,182.0,0.93,96662.89,0.99,0.08,-0.0
2020-01-03 18:00:00,23.23,27.33,1.65,32.56,25.12,1.65,330.91,100,411,20.19,66.0,81.0,0.93,96742.79,0.99,0.03,-0.0
2020-01-03 19:00:00,23.54,27.31,1.66,33.38,24.92,1.66,338.12,21,415,2.63,39.0,19.0,0.94,96833.35,1.0,0.22,-0.0
2020-01-03 20:00:00,23.22,26.95,2.63,32.71,24.23,2.63,330.55,0,418,-0.04,0.0,0.0,0.94,96959.06,1.0,0.44,-0.0
2020-01-03 21:00:00,22.7,26.5,2.59,31.84,23.81,2.59,337.15,0,417,-0.04,0.0,0.0,0.95,97009.21,1.0,0.4,-0.0
2020-01-03 22:00:00,22.18,26.02,2.74,30.9,23.62,2.74,327.98,0,407,-0.04,0.0,0.0,0.95,97090.94,0.99,0.73,-0.0
2020-01-03 23:00:00,21.9,25.67,2.82,30.54,23.52,2.82,323.67,0,404,-0.04,0.0,0.0,0.96,97115.7,1.0,0.33,-0.0
2020-01-04 00:00:00,21.89,25.45,3.13,30.56,23.45,3.13,324.02,0,406,-0.04,0.0,0.0,0.96,97038.01,1.0,0.1,-0.0
2020-01-04 01:00:00,21.93,25.27,3.21,30.66,23.45,3.21,322.1,0,405,-0.04,0.0,0.0,0.96,96969.31,1.0,0.08,-0.0
2020-01-04 02:00:00,22.0,25.11,3.17,30.84,23.47,3.17,318.23,0,404,-0.04,0.0,0.0,0.97,96904.5,0.99,0.07,-0.0
2020-01-04 03:00:00,22.08,24.97,3.05,30.95,23.49,3.05,315.14,0,408,-0.04,0.0,0.0,0.97,96863.52,1.0,0.07,-0.0
2020-01-04 04:00:00,22.04,24.78,2.98,30.93,23.46,2.98,312.33,0,404,-0.04,0.0,0.0,0.97,96846.8,1.0,0.31,-0.0
2020-01-04 05:00:00,21.95,24.57,2.94,30.95,23.34,2.94,308.22,0,409,-0.04,0.0,0.0,0.98,96871.82,1.0,0.66,-0.0
2020-01-04 06:00:00,21.85,24.38,2.81,30.76,23.17,2.81,309.7,0,417,-0.04,0.0,0.0,0.98,96930.85,1.0,0.47,-0.0
2020-01-04 07:00:00,22.3,24.49,2.92,31.28,23.46,2.92,308.68,8,422,0.25,3.0,8.0,0.96,96949.44,1.0,0.61,-0.0
2020-01-04 08:00:00,22.53,24.53,3.0,31.49,23.51,3.0,313.34,35,424,-0.04,0.0,36.0,0.95,97042.9,0.99,0.37,-0.0
2020-01-04 09:00:00,22.64,24.53,2.89,31.71,23.55,2.89,313.4,63,422,-0.04,0.0,64.0,0.95,97094.76,0.99,0.59,-0.0
2020-01-04 10:00:00,23.79,25.12,2.69,33.61,24.52,2.69,314.01,120,420,9.92,14.0,110.0,0.93,97153.72,1.0,0.72,-0.0
2020-01-04 11:00:00,24.43,25.56,2.64,34.86,24.48,2.64,313.28,230,420,13.82,16.0,216.0,0.93,97175.57,1.0,0.8,-0.0
2020-01-04 12:00:00,26.47,26.89,2.35,38.43,24.58,2.35,311.59,427,417,106.86,113.0,320.0,0.9,97123.6,1.0,0.81,-0.0
2020-01-04 13:00:00,26.69,27.39,2.08,38.1,24.85,2.08,309.69,483,429,117.59,120.0,366.0,0.86,97036.89,1.0,1.47,-0.0
2020-01-04 14:00:00,26.62,27.78,2.1,37.73,25.25,2.1,303.49,543,425,214.2,227.0,329.0,0.85,96887.28,1.0,1.93,-0.0
2020-01-04 15:00:00,27.4,28.55,2.09,39.25,25.57,2.09,298.22,507,426,192.31,225.0,315.0,0.84,96790.14,1.0,0.34,-0.0
2020-01-04 16:00:00,26.9,28.48,2.17,37.86,25.53,2.17,299.31,321,418,37.41,52.0,284.0,0.83,96646.3,1.0,0.82,-0.0
2020-01-04 17:00:00,26.87,28.55,2.08,37.14,25.53,2.08,306.09,234,413,44.46,85.0,190.0,0.79,96650.81,1.0,0.17,-0.0
2020-01-04 18:00:00,26.03,28.09,1.47,35.79,25.36,1.47,325.03,106,415,3.74,12.0,102.0,0.81,96661.59,1.0,0.06,-0.0
2020-01-04 19:00:00,24.41,27.16,2.0,34.82,24.87,2.0,327.75,27,412,1.25,18.0,26.0,0.93,96736.08,1.0,0.03,-0.0
2020-01-04 20:00:00,23.8,26.7,1.74,33.97,24.38,1.74,329.82,0,412,-0.04,0.0,0.0,0.95,96815.56,1.0,0.01,-0.0
2020-01-04 21:00:00,23.67,26.48,1.49,33.78,24.17,1.49,348.1,0,415,-0.04,0.0,0.0,0.95,96888.56,0.99,0.0,-0.0
2020-01-04 22:00:00,23.5,26.25,1.1,33.48,23.99,1.1,357.14,0,412,-0.04,0.0,0.0,0.95,96986.07,0.98,0.02,-0.0
2020-01-04 23:00:00,23.36,26.04,1.36,33.25,23.9,1.36,11.08,0,410,-0.04,0.0,0.0,0.96,96951.52,0.98,0.06,-0.0
2020-01-05 00:00:00,23.32,25.87,1.81,32.95,23.73,1.81,13.32,0,411,-0.04,0.0,0.0,0.94,96926.05,0.98,0.07,-0.0
2020-01-05 01:00:00,23.26,25.69,1.95,32.83,23.75,1.95,9.45,0,407,-0.04,0.0,0.0,0.94,96859.47,1.0,0.04,-0.0
2020-01-05 02:00:00,23.35,25.59,2.11,32.99,23.85,2.11,13.42,0,409,-0.04,0.0,0.0,0.94,96842.42,0.98,0.05,-0.0
2020-01-05 03:00:00,23.21,25.38,2.36,32.88,23.97,2.36,5.09,0,404,-0.04,0.0,0.0,0.95,96792.98,0.95,0.4,-0.0
2020-01-05 04:00:00,22.59,24.92,2.27,31.97,23.68,2.27,3.83,0,403,-0.04,0.0,0.0,0.97,96784.79,0.92,0.8,-0.0
2020-01-05 05:00:00,22.4,24.69,1.73,31.7,23.65,1.73,13.13,0,398,-0.04,0.0,0.0,0.97,96811.03,0.9,0.47,-0.0
2020-01-05 06:00:00,22.39,24.55,1.36,31.7,23.6,1.36,25.72,0,401,-0.04,0.0,0.0,0.98,96836.27,0.97,0.09,-0.0
2020-01-05 07:00:00,22.96,24.73,1.75,32.52,23.92,1.75,9.79,19,407,7.92,129.0,12.0,0.96,96834.94,0.86,0.04,-0.0
2020-01-05 08:00:00,24.05,25.28,1.5,34.41,24.21,1.5,7.02,117,407,52.44,176.0,65.0,0.94,96934.95,0.97,0.07,-0.0
2020-01-05 09:00:00,25.31,26.07,1.69,35.95,24.76,1.69,5.59,285,408,174.13,337.0,112.0,0.89,97002.25,0.98,0.12,-0.0
2020-01-05 10:00:00,26.28,26.81,2.23,37.27,25.46,2.23,0.45,356,417,168.95,239.0,188.0,0.86,97062.14,1.0,0.22,-0.0
2020-01-05 11:00:00,26.92,27.49,2.48,37.96,25.68,2.48,355.54,466,419,270.47,318.0,196.0,0.83,97055.97,0.98,0.32,-0.0
2020-01-05 12:00:00,26.46,27.53,2.71,37.28,25.35,2.71,1.05,380,430,85.45,90.0,295.0,0.84,96988.38,0.97,2.07,-0.0
2020-01-05 13:00:00,26.89,28.19,3.06,37.89,25.74,3.06,0.7,593,416,301.09,309.0,292.0,0.83,96915.14,1.0,1.63,-0.0
2020-01-05 14:00:00,26.57,28.44,2.54,37.61,26.14,2.54,347.61,557,422,282.86,299.0,274.0,0.85,96803.29,0.97,2.87,-0.0
2020-01-05 15:00:00,24.1,27.57,2.11,33.31,26.24,2.11,331.4,536,420,193.14,225.0,343.0,0.87,96653.22,0.98,4.37,-0.0
2020-01-05 16:00:00,22.27,26.83,1.81,31.25,25.63,1.81,310.68,368,421,151.37,212.0,217.0,0.96,96594.69,0.99,0.18,-0.0
2020-01-05 17:00:00,22.93,27.28,1.93,32.53,25.19,1.93,315.4,366,409,175.19,334.0,192.0,0.96,96573.88,1.0,1.68,-0.0
2020-01-05 18:00:00,22.89,27.21,1.65,32.81,24.84,1.65,346.97,153,413,38.15,125.0,116.0,0.98,96701.82,0.99,1.67,-0.0
2020-01-05 19:00:00,22.87,27.01,1.87,32.78,25.0,1.87,347.01,14,417,4.28,61.0,10.0,0.98,96780.09,1.0,1.33,-0.0
2020-01-05 20:00:00,22.46,26.63,0.97,32.01,24.34,0.97,314.25,0,414,-0.04,0.0,0.0,0.99,96862.69,1.0,0.79,-0.0
2020-01-05 21:00:00,22.58,26.5,1.18,32.1,24.26,1.18,320.86,0,410,-0.04,0.0,0.0,0.98,96920.5,1.0,0.78,-0.0
2020-01-05 22:00:00,22.35,26.2,1.4,31.69,24.01,1.4,346.87,0,408,-0.04,0.0,0.0,0.98,97001.26,1.0,0.58,-0.0
2020-01-05 23:00:00,22.11,25.91,1.5,31.11,23.71,1.5,5.83,0,411,-0.04,0.0,0.0,0.97,96957.83,1.0,0.3,-0.0
2020-01-06 00:00:00,22.04,25.69,1.6,30.95,23.63,1.6,11.09,0,405,-0.04,0.0,0.0,0.97,96941.02,1.0,0.1,-0.0
2020-01-06 01:00:00,21.99,25.49,1.46,30.79,23.55,1.46,12.65,0,406,-0.04,0.0,0.0,0.97,96853.67,1.0,0.02,-0.0
2020-01-06 02:00:00,21.88,25.26,1.37,30.54,23.45,1.37,9.84,0,401,-0.04,0.0,0.0,0.96,96810.9,1.0,0.0,-0.0
2020-01-06 03:00:00,21.6,24.95,1.38,30.03,23.24,1.38,5.27,0,395,-0.04,0.0,0.0,0.97,96777.4,1.0,0.0,-0.0
2020-01-06 04:00:00,21.52,24.76,1.36,29.88,23.15,1.36,6.16,0,406,-0.04,0.0,0.0,0.96,96771.15,1.0,0.56,-0.0
2020-01-06 05:00:00,21.48,24.59,1.43,29.82,23.01,1.43,7.89,0,408,-0.04,0.0,0.0,0.97,96819.08,1.0,0.54,-0.0
2020-01-06 06:00:00,21.63,24.53,1.15,30.11,23.04,1.15,9.78,0,412,-0.04,0.0,0.0,0.97,96866.43,1.0,0.5,-0.0
2020-01-06 07:00:00,22.24,24.71,1.63,30.98,23.33,1.63,15.85,9,411,0.32,5.0,9.0,0.95,96929.28,1.0,0.52,-0.0
2020-01-06 08:00:00,22.98,25.01,1.8,32.32,23.68,1.8,10.49,59,412,5.77,19.0,53.0,0.94,96990.05,1.0,0.61,-0.0
2020-01-06 09:00:00,23.74,25.37,1.6,33.49,24.26,1.6,347.21,92,414,4.44,8.0,88.0,0.93,97065.2,1.0,0.88,-0.0
2020-01-06 10:00:00,24.13,25.56,2.03,33.66,24.54,2.03,336.21,110,416,-0.04,0.0,111.0,0.89,97127.34,1.0,0.74,-0.0
2020-01-06 11:00:00,25.0,26.07,2.25,35.23,24.99,2.25,323.22,184,417,17.0,20.0,167.0,0.88,97125.6,1.0,0.93,-0.0
2020-01-06 12:00:00,25.49,26.33,2.72,35.74,24.21,2.72,321.14,128,417,1.81,1.0,127.0,0.86,97109.93,0.98,1.04,-0.0
2020-01-06 13:00:00,26.39,26.99,3.03,37.3,24.21,3.03,325.46,317,416,26.76,27.0,291.0,0.85,97006.16,0.96,1.4,-0.0
2020-01-06 14:00:00,25.62,26.81,2.1,36.57,24.38,2.1,326.8,307,419,12.82,13.0,294.0,0.89,96941.68,1.0,1.3,-0.0
2020-01-06 15:00:00,26.17,27.33,1.11,37.19,24.61,1.11,342.18,361,421,64.17,74.0,297.0,0.87,96856.58,1.0,1.28,-0.0
2020-01-06 16:00:00,25.92,27.26,0.9,37.0,24.67,0.9,335.02,159,419,0.53,0.0,159.0,0.88,96768.59,1.0,0.38,-0.0
2020-01-06 17:00:00,25.08,26.82,1.32,35.97,24.59,1.32,359.16,87,420,7.29,13.0,81.0,0.92,96755.83,1.0,0.47,-0.0
2020-01-06 18:00:00,24.64,26.53,1.86,35.32,24.45,1.86,2.07,53,417,3.01,9.0,50.0,0.93,96719.17,1.0,0.15,-0.0
2020-01-06 19:00:00,22.71,25.45,1.61,31.9,23.81,1.61,8.9,16,411,1.35,18.0,15.0,0.95,96822.48,1.0,0.01,-0.0
2020-01-06 20:00:00,22.35,25.12,1.93,31.32,23.49,1.93,9.54,0,404,-0.04,0.0,0.0,0.96,96838.51,0.98,0.02,-0.0
2020-01-06 21:00:00,22.48,25.04,1.77,31.45,23.5,1.77,15.52,0,410,-0.04,0.0,0.0,0.95,96953.16,1.0,0.13,-0.0
2020-01-06 22:00:00,22.25,24.78,1.81,31.06,23.37,1.81,33.43,0,405,-0.04,0.0,0.0,0.95,97001.02,0.99,0.45,-0.0
2020-01-06 23:00:00,21.85,24.43,1.84,30.44,23.15,1.84,46.19,0,398,-0.04,0.0,0.0,0.96,97052.89,0.98,0.68,-0.0
2020-01-07 00:00:00,21.57,24.16,1.76,29.97,22.82,1.76,46.47,0,407,-0.04,0.0,0.0,0.96,97080.18,0.95,1.13,-0.0
2020-01-07 01:00:00,21.47,23.98,1.61,29.78,22.75,1.61,51.43,0,405,-0.04,0.0,0.0,0.96,97057.99,0.93,0.85,-0.0
2020-01-07 02:00:00,21.49,23.86,1.58,29.86,22.81,1.58,49.5,0,406,-0.04,0.0,0.0,0.97,96995.12,0.99,0.88,-0.0
2020-01-07 03:00:00,21.53,23.76,1.69,29.87,22.84,1.69,52.4,0,407,-0.04,0.0,0.0,0.96,96954.45,1.0,0.76,-0.0
2020-01-07 04:00:00,21.43,23.58,2.0,29.67,22.74,2.0,53.49,0,402,-0.04,0.0,0.0,0.96,96933.61,1.0,0.06,-0.0
2020-01-07 05:00:00,21.49,23.5,2.12,29.75,22.78,2.12,53.73,0,409,-0.04,0.0,0.0,0.96,96953.48,0.98,0.07,-0.0
2020-01-07 06:00:00,21.55,23.42,2.02,29.8,22.78,2.02,55.9,0,407,-0.04,0.0,0.0,0.95,96976.79,0.98,0.03,-0.0
2020-01-07 07:00:00,22.35,23.72,2.14,30.93,23.29,2.14,50.83,12,404,1.46,25.0,11.0,0.93,97024.14,0.98,0.04,-0.0
2020-01-07 08:00:00,23.38,24.25,1.9,32.12,23.48,1.9,46.73,115,403,45.16,154.0,70.0,0.88,97102.99,0.98,0.01,-0.0
2020-01-07 09:00:00,24.61,25.06,2.15,33.79,23.85,2.15,42.66,304,403,144.29,281.0,161.0,0.85,97137.18,0.94,0.0,-0.0
2020-01-07 10:00:00,26.14,26.11,2.12,35.63,24.84,2.12,44.38,359,423,99.36,141.0,260.0,0.79,97188.31,0.96,0.02,-0.0
2020-01-07 11:00:00,26.29,26.44,2.09,36.27,25.14,2.09,44.06,329,425,115.3,135.0,214.0,0.81,97153.59,0.97,0.25,-0.0
2020-01-07 12:00:00,27.44,27.31,2.11,37.49,25.08,2.11,49.2,368,427,106.81,113.0,261.0,0.76,97116.71,0.96,0.12,-0.0
2020-01-07 13:00:00,28.57,28.32,2.04,39.21,25.52,2.04,57.98,538,423,305.56,313.0,233.0,0.74,97022.59,0.92,0.15,-0.0
2020-01-07 14:00:00,29.08,29.01,1.77,39.92,25.99,1.77,54.08,531,422,306.05,323.0,226.0,0.72,96871.88,0.74,0.12,-0.0
2020-01-07 15:00:00,28.94,29.35,1.87,39.36,26.42,1.87,56.66,531,422,315.13,367.0,216.0,0.71,96791.48,0.73,0.05,-0.0
2020-01-07 16:00:00,29.3,30.02,2.24,39.4,26.71,2.24,56.16,620,421,420.93,589.0,199.0,0.68,96668.54,0.57,0.01,-0.0
2020-01-07 17:00:00,29.49,30.42,2.43,39.29,26.87,2.43,63.77,470,412,369.04,700.0,101.0,0.66,96648.88,0.26,0.03,-0.0
2020-01-07 18:00:00,28.14,29.84,1.6,38.25,26.57,1.6,74.35,257,403,200.34,650.0,57.0,0.73,96622.07,0.22,0.01,-0.0
2020-01-07 19:00:00,25.35,28.31,2.14,35.34,25.87,2.14,77.98,45,404,28.23,388.0,17.0,0.85,96642.12,0.41,0.0,-0.0
2020-01-07 20:00:00,24.56,27.71,2.33,34.08,24.96,2.33,73.29,0,399,-0.04,0.0,0.0,0.87,96718.64,0.49,0.0,-0.0
2020-01-07 21:00:00,24.02,27.23,2.19,33.31,24.35,2.19,58.97,0,392,-0.04,0.0,0.0,0.88,96806.18,0.52,0.0,-0.0
2020-01-07 22:00:00,23.49,26.76,2.12,32.63,23.83,2.12,51.27,0,392,-0.04,0.0,0.0,0.9,96885.73,0.84,0.0,-0.0
2020-01-07 23:00:00,23.09,26.36,1.56,32.09,23.51,1.56,46.97,0,390,-0.04,0.0,0.0,0.92,96955.6,0.91,0.0,-0.0
2020-01-08 00:00:00,22.92,26.1,1.36,31.85,23.15,1.36,60.6,0,400,-0.04,0.0,0.0,0.92,96969.56,0.94,0.0,-0.0
2020-01-08 01:00:00,22.8,25.88,1.32,31.5,23.04,1.32,48.96,0,407,-0.04,0.0,0.0,0.91,96974.8,1.0,0.0,-0.0
2020-01-08 02:00:00,22.54,25.59,1.15,31.06,22.86,1.15,13.27,0,403,-0.04,0.0,0.0,0.92,96880.78,1.0,0.0,-0.0
2020-01-08 03:00:00,22.6,25.45,1.01,30.97,22.71,1.01,9.48,0,392,-0.04,0.0,0.0,0.9,96838.24,0.97,0.0,-0.0
2020-01-08 04:00:00,22.64,25.32,1.01,30.97,22.36,1.01,13.63,0,394,-0.04,0.0,0.0,0.9,96881.53,0.98,0.46,-0.0
