,temperature (degC),urban_temperature (degC),wind_speed (m/s),humidex (degC),soil_temperature_level_1 (degC),wind_speed (m/s),wind_direction (deg),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),surface_direct_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
2020-01-01 00:00:00,-2.22,-1.86,3.32,-5.86,-1.77,3.32,209.99,0,212,-0.04,0,0,0.67,95803.59,0.0,0.0,-0.0
2020-01-01 01:00:00,-2.42,-2.1,3.35,-6.04,-1.81,3.35,205.36,0,212,-0.04,0,0,0.68,95685.55,0.0,0.0,-0.0
2020-01-01 02:00:00,-3.1,-2.57,3.36,-6.73,-2.42,3.36,200.56,0,213,-0.04,0,0,0.71,95617.64,0.0,0.0,-0.0
2020-01-01 03:00:00,-3.14,-2.72,3.14,-6.67,-2.81,3.14,199.39,0,216,-0.04,0,0,0.75,95527.36,0.0,0.0,-0.0
2020-01-01 04:00:00,-3.68,-3.11,3.39,-7.17,-3.37,3.39,187.62,0,218,-0.04,0,0,0.8,95370.23,0.0,0.0,-0.0
2020-01-01 05:00:00,-3.76,-3.28,3.83,-7.17,-3.44,3.83,188.2,0,220,-0.04,0,0,0.83,95306.89,0.0,0.0,-0.0
2020-01-01 06:00:00,-3.4,-3.21,3.7,-6.66,-2.92,3.7,194.65,0,220,-0.04,0,0,0.87,95224.04,0.02,0.0,-0.0
2020-01-01 07:00:00,-3.27,-3.26,3.45,-6.45,-2.86,3.45,200.31,0,220,0.06,0,0,0.89,95171.33,0.11,0.0,-0.0
2020-01-01 08:00:00,0.95,-1.19,3.89,-1.73,-0.28,3.89,200.33,68,222,43.83,458,24,0.79,95120.46,0.57,0.0,-0.0
2020-01-01 09:00:00,3.01,0.03,3.84,0.44,-0.49,3.84,199.98,217,227,161.13,657,56,0.71,95114.64,0.78,0.0,-0.0
2020-01-01 10:00:00,5.11,1.42,4.37,2.49,-0.21,4.37,198.89,352,231,282.21,782,70,0.6,94990.61,0.33,0.0,-0.0
2020-01-01 11:00:00,6.01,2.35,5.26,3.33,-0.78,5.26,197.04,446,235,373.59,858,73,0.55,94812.04,0.26,0.0,-0.0
2020-01-01 12:00:00,6.86,3.29,5.54,4.07,-0.99,5.54,199.47,480,243,405.18,874,75,0.5,94628.85,0.14,0.0,-0.0
2020-01-01 13:00:00,8.06,4.37,4.92,5.29,-0.48,4.92,209.12,455,245,384.16,867,72,0.47,94553.83,0.0,0.0,-0.0
2020-01-01 14:00:00,9.42,5.43,3.75,6.73,0.34,3.75,210.64,373,248,308.77,822,65,0.44,94527.53,0.0,0.0,-0.0
2020-01-01 15:00:00,7.12,4.5,2.15,4.87,-0.32,2.15,216.79,241,252,188.55,710,53,0.59,94514.8,0.01,0.0,-0.0
2020-01-01 16:00:00,4.56,3.27,2.28,2.34,0.86,2.28,248.58,88,254,58.46,485,30,0.71,94569.98,0.24,0.0,-0.0
2020-01-01 17:00:00,2.9,2.39,2.35,0.44,1.05,2.35,243.49,2,258,0.57,0,1,0.74,94574.25,0.31,0.0,-0.0
2020-01-01 18:00:00,2.0,1.86,2.86,-0.6,0.54,2.86,237.7,0,252,-0.04,0,0,0.75,94596.89,0.48,0.0,-0.0
2020-01-01 19:00:00,2.68,2.14,2.98,0.04,0.65,2.98,241.62,0,269,-0.04,0,0,0.71,94589.67,0.94,0.0,-0.0
2020-01-01 20:00:00,2.04,1.79,3.02,-0.71,-0.26,3.02,232.09,0,285,-0.04,0,0,0.71,94531.78,0.94,0.0,-0.0
2020-01-01 21:00:00,1.67,1.56,2.67,-1.17,-0.33,2.67,239.34,0,280,-0.04,0,0,0.71,94535.86,0.99,0.0,-0.0
2020-01-01 22:00:00,1.43,1.39,2.68,-1.45,-0.09,2.68,258.13,0,275,-0.04,0,0,0.71,94544.88,0.96,0.0,-0.0
2020-01-01 23:00:00,1.4,1.32,2.51,-1.52,0.13,2.51,252.28,0,274,-0.04,0,0,0.7,94595.93,0.98,0.0,-0.0
2020-01-02 00:00:00,0.88,1.03,2.59,-2.03,0.15,2.59,248.69,0,289,-0.04,0,0,0.73,94616.33,0.98,0.0,-0.0
2020-01-02 01:00:00,0.6,0.83,2.6,-2.25,0.23,2.6,253.89,0,274,-0.04,0,0,0.76,94613.17,0.97,0.0,-0.0
2020-01-02 02:00:00,-0.72,0.11,2.4,-3.62,-0.7,2.4,263.48,0,274,-0.04,0,0,0.82,94688.41,0.99,0.0,-0.0
2020-01-02 03:00:00,-0.25,0.26,2.68,-2.89,-0.45,2.68,283.3,0,267,-0.04,0,0,0.88,94674.47,0.99,0.0,-0.0
2020-01-02 04:00:00,-0.11,0.25,2.89,-2.65,-0.21,2.89,282.52,0,263,-0.04,0,0,0.9,94723.91,1.0,0.0,-0.0
2020-01-02 05:00:00,-0.2,0.11,3.24,-2.71,-0.09,3.24,294.39,0,253,-0.04,0,0,0.91,94732.26,0.99,0.0,-0.0
2020-01-02 06:00:00,-0.34,-0.05,3.48,-2.88,-0.22,3.48,304.11,0,247,-0.04,0,0,0.91,94787.13,0.91,0.0,-0.0
2020-01-02 07:00:00,-0.16,-0.06,3.59,-2.73,-0.03,3.59,312.08,0,247,-0.04,0,0,0.89,94855.92,0.71,0.0,-0.0
2020-01-02 08:00:00,2.37,1.17,3.79,0.07,1.4,3.79,317.41,61,245,31.3,328,31,0.81,94955.69,0.52,0.0,-0.0
2020-01-02 09:00:00,3.74,2.0,3.65,1.57,0.93,3.65,329.12,209,243,147.47,601,62,0.76,95084.49,0.75,0.0,-0.0
2020-01-02 10:00:00,5.31,3.07,3.52,3.26,0.96,3.52,347.27,345,243,272.88,755,73,0.71,95161.18,0.51,0.0,-0.0
2020-01-02 11:00:00,5.98,3.79,3.79,3.98,0.52,3.79,354.59,435,246,355.22,814,81,0.69,95127.76,0.94,0.0,-0.0
2020-01-02 12:00:00,6.61,4.52,4.55,4.78,0.92,4.55,357.77,453,258,346.91,747,106,0.69,95128.73,0.97,0.0,-0.0
2020-01-02 13:00:00,7.93,5.56,4.46,6.39,2.6,4.46,1.35,417,262,291.01,655,126,0.68,95114.54,0.73,0.0,-0.0
2020-01-02 14:00:00,9.02,6.41,4.04,7.69,3.96,4.04,359.34,332,266,216.78,574,116,0.66,95151.76,0.72,0.0,-0.0
2020-01-02 15:00:00,7.2,5.7,3.78,5.98,3.45,3.78,359.78,211,267,117.76,440,94,0.77,95243.17,0.95,0.0,-0.0
2020-01-02 16:00:00,5.98,5.11,3.64,4.57,3.84,3.64,352.04,78,261,31.15,253,48,0.8,95324.46,0.91,0.0,-0.0
2020-01-02 17:00:00,4.83,4.47,3.25,3.19,3.56,3.25,350.16,2,266,0.06,0,2,0.82,95439.68,0.73,0.0,-0.0
2020-01-02 18:00:00,3.95,3.95,3.37,2.14,3.05,3.37,347.36,0,264,-0.04,0,0,0.83,95548.67,0.88,0.0,-0.0
2020-01-02 19:00:00,3.09,3.43,3.52,1.11,2.48,3.52,344.9,0,268,-0.04,0,0,0.85,95627.11,0.97,0.0,-0.0
2020-01-02 20:00:00,1.24,2.42,3.14,-1.03,0.97,3.14,345.4,0,271,-0.04,0,0,0.88,95655.52,0.99,0.0,-0.0
2020-01-02 21:00:00,1.13,2.25,2.16,-1.16,1.24,2.16,339.41,0,267,-0.04,0,0,0.89,95743.51,1.0,0.0,-0.0
2020-01-02 22:00:00,0.12,1.65,1.99,-2.37,0.53,1.99,322.5,0,267,-0.04,0,0,0.9,95800.39,1.0,0.0,-0.0
2020-01-02 23:00:00,-0.08,1.43,2.06,-2.6,0.63,2.06,310.39,0,267,-0.04,0,0,0.9,95851.33,0.98,0.0,-0.0
2020-01-03 00:00:00,-1.0,0.85,1.72,-3.69,0.55,1.72,297.61,0,259,-0.04,0,0,0.91,95864.43,0.79,0.0,-0.0
2020-01-03 01:00:00,-1.35,0.55,1.54,-4.06,0.97,1.54,283.79,0,252,-0.04,0,0,0.93,95887.0,0.9,0.0,-0.0
2020-01-03 02:00:00,-2.1,0.02,1.84,-4.96,0.83,1.84,276.18,0,238,-0.04,0,0,0.92,95911.81,0.71,0.0,-0.0
2020-01-03 03:00:00,-3.18,-0.7,2.31,-6.22,-1.19,2.31,286.42,0,233,-0.04,0,0,0.94,95894.8,0.23,0.0,-0.0
2020-01-03 04:00:00,-3.06,-0.82,3.11,-6.1,-1.42,3.11,294.28,0,233,-0.04,0,0,0.93,95933.73,0.21,0.0,-0.0
2020-01-03 05:00:00,-2.54,-0.74,3.11,-5.53,-1.28,3.11,308.23,0,232,-0.04,0,0,0.91,95946.17,0.0,0.0,-0.0
2020-01-03 06:00:00,-1.93,-0.6,2.98,-4.92,-1.1,2.98,317.53,0,233,-0.04,0,0,0.87,96039.96,0.0,0.0,-0.0
2020-01-03 07:00:00,-2.01,-0.79,2.72,-5.02,-1.48,2.72,319.47,0,231,0.06,0,0,0.87,96138.69,0.0,0.0,-0.0
2020-01-03 08:00:00,2.3,1.28,3.73,-0.29,1.24,3.73,316.69,67,230,43.3,454,24,0.74,96290.44,0.0,0.0,-0.0
2020-01-03 09:00:00,4.32,2.42,3.98,1.95,1.04,3.98,318.63,219,231,166.86,680,52,0.69,96413.01,0.0,0.0,-0.0
2020-01-03 10:00:00,6.26,3.68,4.53,3.91,1.55,4.53,324.4,356,233,291.11,804,65,0.61,96438.32,0.0,0.0,-0.0
2020-01-03 11:00:00,6.75,4.33,5.14,4.24,1.78,5.14,328.72,450,233,378.41,865,72,0.56,96358.54,0.0,0.0,-0.0
2020-01-03 12:00:00,6.81,4.8,5.26,4.18,2.26,5.26,324.41,481,240,408.1,876,74,0.53,96293.95,0.0,0.0,-0.0
2020-01-03 13:00:00,7.1,5.34,5.48,4.3,3.35,5.48,319.09,459,240,387.49,868,72,0.49,96286.69,0.0,0.0,-0.0
2020-01-03 14:00:00,7.05,5.62,5.52,3.93,4.05,5.52,314.79,378,239,312.45,824,66,0.44,96354.51,0.0,0.0,-0.0
2020-01-03 15:00:00,5.15,4.82,5.27,1.99,4.08,5.27,327.78,250,237,195.1,723,56,0.49,96474.02,0.01,0.0,-0.0
2020-01-03 16:00:00,4.34,4.38,3.97,0.98,3.91,3.97,326.37,97,232,65.77,526,32,0.47,96503.77,0.0,0.0,-0.0
2020-01-03 17:00:00,3.06,3.59,3.62,-0.47,3.17,3.62,321.49,2,228,1.04,0,2,0.48,96559.45,0.01,0.0,-0.0
2020-01-03 18:00:00,2.29,3.03,3.26,-1.37,2.78,3.26,314.44,0,221,-0.04,0,0,0.47,96623.72,0.38,0.0,-0.0
2020-01-03 19:00:00,1.8,2.61,3.7,-1.84,2.74,3.7,318.45,0,217,-0.04,0,0,0.5,96727.56,0.56,0.0,-0.0
2020-01-03 20:00:00,-0.0,1.53,4.25,-3.68,1.33,4.25,326.29,0,218,-0.04,0,0,0.55,96820.26,0.18,0.0,-0.0
2020-01-03 21:00:00,0.46,1.6,3.54,-3.23,1.74,3.54,328.08,0,245,-0.04,0,0,0.53,96864.06,0.19,0.0,-0.0
2020-01-03 22:00:00,0.33,1.41,3.13,-3.38,1.65,3.13,313.52,0,257,-0.04,0,0,0.53,96943.32,0.52,0.0,-0.0
2020-01-03 23:00:00,-0.29,0.98,3.19,-4.04,1.31,3.19,301.27,0,252,-0.04,0,0,0.54,96997.65,0.17,0.0,-0.0
2020-01-04 00:00:00,-0.38,0.75,3.09,-4.14,1.43,3.09,299.38,0,219,-0.04,0,0,0.54,96996.06,0.0,0.0,-0.0
2020-01-04 01:00:00,-1.49,0.01,2.82,-5.27,0.89,2.82,301.17,0,209,-0.04,0,0,0.58,97016.73,0.0,0.0,-0.0
2020-01-04 02:00:00,-3.4,-1.13,2.61,-7.37,-0.12,2.61,302.8,0,208,-0.04,0,0,0.6,97071.68,0.0,0.0,-0.0
2020-01-04 03:00:00,-4.61,-1.95,3.04,-8.48,-1.05,3.04,313.99,0,207,-0.04,0,0,0.7,97087.13,0.0,0.0,-0.0
2020-01-04 04:00:00,-4.79,-2.25,2.51,-8.62,-1.06,2.51,302.12,0,207,-0.04,0,0,0.72,97066.6,0.0,0.0,-0.0
2020-01-04 05:00:00,-5.23,-2.67,1.77,-9.03,-0.96,1.77,296.36,0,207,-0.04,0,0,0.76,97080.02,0.0,0.0,-0.0
2020-01-04 06:00:00,-5.59,-3.04,1.69,-9.34,-0.78,1.69,262.76,0,207,-0.04,0,0,0.8,97095.54,0.0,0.0,-0.0
2020-01-04 07:00:00,-6.13,-3.5,1.62,-9.9,-1.52,1.62,227.68,0,209,0.06,0,0,0.83,97047.93,0.0,0.0,-0.0
2020-01-04 08:00:00,-1.65,-1.39,2.58,-5.22,0.12,2.58,227.55,68,214,45.11,474,24,0.66,97110.05,0.0,0.0,-0.0
2020-01-04 09:00:00,1.47,0.26,2.76,-1.81,0.83,2.76,226.82,220,222,168.68,687,52,0.6,97188.78,0.0,0.0,-0.0
2020-01-04 10:00:00,4.17,1.88,3.31,0.81,1.14,3.31,208.99,353,232,288.29,795,65,0.48,97147.43,0.03,0.0,-0.0
2020-01-04 11:00:00,5.33,2.85,4.2,2.03,0.47,4.2,204.6,440,240,369.06,842,71,0.46,97011.07,0.0,0.0,-0.0
2020-01-04 12:00:00,6.11,3.68,4.64,2.92,-0.03,4.64,205.1,475,244,401.55,859,74,0.45,96877.28,0.0,0.0,-0.0
2020-01-04 13:00:00,7.26,4.68,4.73,4.21,0.58,4.73,199.96,450,250,378.83,846,72,0.44,96770.03,0.0,0.0,-0.0
2020-01-04 14:00:00,9.16,5.98,4.71,6.42,2.62,4.71,191.1,371,253,305.57,801,66,0.44,96659.03,0.0,0.0,-0.0
2020-01-04 15:00:00,7.14,5.21,4.39,4.57,3.83,4.39,184.94,247,255,193.31,711,54,0.53,96598.53,0.67,0.0,-0.0
2020-01-04 16:00:00,6.6,5.0,4.28,4.03,4.21,4.28,185.82,94,256,60.47,474,34,0.55,96587.25,0.54,0.0,-0.0
2020-01-04 17:00:00,5.28,4.3,4.61,2.66,3.6,4.61,186.27,3,253,1.06,0,2,0.59,96582.72,0.52,0.0,-0.0
2020-01-04 18:00:00,5.13,4.16,5.08,2.54,3.4,5.08,187.86,0,252,-0.04,0,0,0.61,96522.98,0.16,0.0,-0.0
2020-01-04 19:00:00,4.92,3.99,5.22,2.32,3.15,5.22,191.31,0,251,-0.04,0,0,0.62,96471.05,0.45,0.0,-0.0
2020-01-04 20:00:00,4.3,3.61,5.03,1.75,2.55,5.03,194.78,0,251,-0.04,0,0,0.65,96417.58,0.5,0.0,-0.0
2020-01-04 21:00:00,3.93,3.35,4.9,1.39,2.19,4.9,197.04,0,255,-0.04,0,0,0.67,96401.14,0.57,0.0,-0.0
2020-01-04 22:00:00,3.37,3.0,4.71,0.84,1.73,4.71,201.34,0,253,-0.04,0,0,0.7,96394.27,0.18,0.0,-0.0
2020-01-04 23:00:00,3.26,2.86,4.16,0.73,1.68,4.16,209.45,0,255,-0.04,0,0,0.71,96360.85,0.15,0.0,-0.0
2020-01-05 00:00:00,2.77,2.53,3.96,0.18,1.32,3.96,229.19,0,252,-0.04,0,0,0.72,96385.28,0.0,0.0,-0.0
2020-01-05 01:00:00,2.27,2.19,4.31,-0.32,0.99,4.31,228.03,0,251,-0.04,0,0,0.74,96381.67,0.0,0.0,-0.0
2020-01-05 02:00:00,2.26,2.09,3.9,-0.25,1.09,3.9,249.77,0,249,-0.04,0,0,0.76,96480.55,0.01,0.0,-0.0
2020-01-05 03:00:00,2.08,1.91,5.26,-0.6,0.38,5.26,302.63,0,246,-0.04,0,0,0.73,96508.2,0.0,0.0,-0.0
2020-01-05 04:00:00,3.17,2.36,7.59,0.23,0.16,7.59,330.89,0,247,-0.04,0,0,0.61,96600.02,0.0,0.0,-0.0
2020-01-05 05:00:00,5.21,3.33,7.34,2.25,0.71,7.34,342.24,0,250,-0.04,0,0,0.53,96779.66,0.0,0.0,-0.0
2020-01-05 06:00:00,5.55,3.49,6.1,2.87,1.44,6.1,342.92,0,251,-0.04,0,0,0.57,96950.23,0.0,0.0,-0.0
2020-01-05 07:00:00,5.14,3.28,5.12,2.63,1.85,5.12,339.88,0,250,0.06,0,0,0.62,97123.29,0.0,0.0,-0.0
2020-01-05 08:00:00,7.29,4.39,4.92,4.62,4.13,4.92,333.78,67,246,44.18,463,24,0.51,97258.21,0.0,0.0,-0.0
2020-01-05 09:00:00,7.7,4.79,4.09,4.81,4.37,4.09,322.49,224,239,172.15,699,52,0.46,97411.35,0.0,0.0,-0.0
2020-01-05 10:00:00,8.91,5.72,4.59,5.6,5.87,4.59,317.65,366,235,301.53,830,65,0.35,97484.39,0.0,0.0,-0.0
2020-01-05 11:00:00,9.14,6.27,5.01,5.81,6.69,5.01,320.57,460,235,388.85,885,72,0.35,97425.19,0.01,0.0,-0.0
2020-01-05 12:00:00,9.46,6.87,4.95,6.24,7.39,4.95,327.46,493,240,419.68,895,74,0.36,97312.5,0.0,0.0,-0.0
2020-01-05 13:00:00,9.73,7.42,4.6,6.53,7.84,4.6,330.82,469,241,396.94,882,73,0.35,97254.03,0.3,0.0,-0.0
2020-01-05 14:00:00,9.81,7.76,4.23,6.6,7.97,4.23,331.43,385,242,314.03,819,72,0.35,97241.44,0.74,0.0,-0.0
2020-01-05 15:00:00,7.31,6.66,2.6,4.22,6.6,2.6,348.3,253,245,187.0,682,66,0.43,97251.48,0.01,0.0,-0.0
2020-01-05 16:00:00,5.5,5.73,2.43,2.62,6.67,2.43,332.68,103,239,69.37,534,34,0.53,97237.62,0.03,0.0,-0.0
2020-01-05 17:00:00,3.31,4.48,2.56,0.23,5.71,2.56,316.61,3,235,1.49,0,2,0.58,97231.13,0.11,0.0,-0.0
2020-01-05 18:00:00,2.01,3.65,2.62,-1.16,3.98,2.62,311.9,0,234,-0.04,0,0,0.61,97183.55,0.4,0.0,-0.0
2020-01-05 19:00:00,1.27,3.09,2.6,-1.97,2.99,2.6,316.74,0,232,-0.04,0,0,0.62,97216.78,0.21,0.0,-0.0
2020-01-05 20:00:00,-1.57,1.48,2.58,-4.94,0.39,2.58,330.83,0,230,-0.04,0,0,0.72,97207.66,0.22,0.0,-0.0
2020-01-05 21:00:00,-2.35,0.86,2.56,-5.78,0.01,2.56,351.57,0,227,-0.04,0,0,0.74,97191.11,0.17,0.0,-0.0
2020-01-05 22:00:00,-2.82,0.41,2.52,-6.27,-0.11,2.52,10.83,0,228,-0.04,0,0,0.76,97167.33,0.04,0.0,-0.0
2020-01-05 23:00:00,-2.95,0.12,2.28,-6.43,-0.11,2.28,27.86,0,224,-0.04,0,0,0.76,97140.13,0.28,0.0,-0.0
2020-01-06 00:00:00,-3.29,-0.23,1.99,-6.79,-0.28,1.99,47.63,0,240,-0.04,0,0,0.77,97095.73,0.55,0.0,-0.0
2020-01-06 01:00:00,-3.11,-0.32,1.84,-6.59,-0.09,1.84,67.07,0,243,-0.04,0,0,0.77,97023.0,0.66,0.0,-0.0
2020-01-06 02:00:00,-2.7,-0.29,1.82,-6.07,0.07,1.82,81.56,0,232,-0.04,0,0,0.79,97018.12,0.52,0.0,-0.0
2020-01-06 03:00:00,-2.94,-0.58,2.3,-6.32,-0.5,2.3,91.23,0,236,-0.04,0,0,0.79,96952.56,0.94,0.0,-0.0
2020-01-06 04:00:00,-2.71,-0.62,2.22,-6.07,-0.43,2.22,114.39,0,244,-0.04,0,0,0.79,96916.97,0.93,0.0,-0.0
2020-01-06 05:00:00,-2.64,-0.72,2.03,-5.97,-0.55,2.03,132.39,0,251,-0.04,0,0,0.8,96915.4,0.62,0.0,-0.0
2020-01-06 06:00:00,-2.83,-0.94,1.65,-6.12,-0.64,1.65,166.96,0,250,-0.04,0,0,0.82,96945.81,0.51,0.0,-0.0
2020-01-06 07:00:00,-1.86,-0.54,1.75,-5.08,-0.75,1.75,212.03,0,275,-0.03,0,0,0.79,96993.67,0.57,0.0,-0.0
2020-01-06 08:00:00,0.56,0.62,2.55,-2.34,0.57,2.55,196.3,36,275,11.46,120,25,0.75,96993.68,0.19,0.0,-0.0
2020-01-06 09:00:00,1.74,1.3,2.62,-1.07,-0.09,2.62,205.03,187,250,105.94,429,81,0.71,96961.43,0.0,0.0,-0.0
2020-01-06 10:00:00,3.89,2.61,3.17,1.14,0.13,3.17,214.51,364,230,303.5,833,61,0.63,96933.94,0.0,0.0,-0.0
2020-01-06 11:00:00,5.3,3.66,3.56,2.58,0.15,3.56,218.44,449,237,378.11,858,71,0.57,96797.96,0.0,0.0,-0.0
2020-01-06 12:00:00,5.95,4.38,3.99,3.18,-0.05,3.99,238.32,493,234,420.82,894,73,0.54,96654.08,0.0,0.0,-0.0
2020-01-06 13:00:00,7.01,5.29,4.37,4.18,0.99,4.37,264.19,469,238,397.68,880,72,0.49,96585.9,0.0,0.0,-0.0
2020-01-06 14:00:00,8.47,6.32,4.94,5.49,3.07,4.94,289.53,389,240,322.22,835,67,0.42,96600.25,0.0,0.0,-0.0
2020-01-06 15:00:00,6.73,5.65,4.83,3.77,2.73,4.83,302.91,260,242,203.97,737,56,0.47,96653.66,0.0,0.0,-0.0
2020-01-06 16:00:00,6.18,5.37,3.59,3.1,3.63,3.59,302.18,105,240,71.5,540,34,0.47,96730.5,0.0,0.0,-0.0
2020-01-06 17:00:00,3.57,3.96,3.23,0.46,2.98,3.23,296.53,4,235,1.67,0,3,0.56,96809.7,0.0,0.0,-0.0
2020-01-06 18:00:00,2.63,3.34,3.36,-0.48,2.42,3.36,291.75,0,233,-0.04,0,0,0.6,96845.31,0.13,0.0,-0.0
2020-01-06 19:00:00,1.88,2.8,3.59,-1.29,1.71,3.59,288.04,0,231,-0.04,0,0,0.61,96898.86,0.0,0.0,-0.0
2020-01-06 20:00:00,0.79,2.09,3.95,-2.54,0.37,3.95,290.34,0,232,-0.04,0,0,0.62,96902.69,0.0,0.0,-0.0
2020-01-06 21:00:00,0.47,1.75,3.94,-2.95,0.05,3.94,294.78,0,229,-0.04,0,0,0.61,96959.25,0.0,0.0,-0.0
2020-01-06 22:00:00,0.01,1.34,3.68,-3.45,-0.09,3.68,296.6,0,227,-0.04,0,0,0.62,96961.04,0.0,0.0,-0.0
2020-01-06 23:00:00,-0.27,1.02,3.68,-3.76,-0.12,3.68,294.39,0,224,-0.04,0,0,0.62,96996.74,0.0,0.0,-0.0
2020-01-07 00:00:00,-0.2,0.87,3.56,-3.71,0.28,3.56,290.45,0,218,-0.04,0,0,0.61,97038.1,0.0,0.0,-0.0
2020-01-07 01:00:00,-0.64,0.47,3.3,-4.13,0.39,3.3,286.82,0,217,-0.04,0,0,0.64,97046.74,0.0,0.0,-0.0
2020-01-07 02:00:00,-1.67,-0.21,2.9,-5.28,-0.14,2.9,283.55,0,218,-0.04,0,0,0.65,97052.5,0.0,0.0,-0.0
2020-01-07 03:00:00,-3.87,-1.48,2.72,-7.55,-2.16,2.72,288.95,0,219,-0.04,0,0,0.73,97076.61,0.22,0.0,-0.0
2020-01-07 04:00:00,-4.38,-1.92,1.85,-8.06,-1.89,1.85,278.79,0,219,-0.04,0,0,0.77,97013.04,0.52,0.0,-0.0
2020-01-07 05:00:00,-4.39,-2.1,2.04,-8.06,-1.82,2.04,267.1,0,224,-0.04,0,0,0.77,97033.89,0.44,0.0,-0.0
2020-01-07 06:00:00,-4.05,-2.09,2.41,-7.72,-1.99,2.41,253.77,0,237,-0.04,0,0,0.75,97034.21,0.34,0.0,-0.0
2020-01-07 07:00:00,-4.21,-2.32,2.24,-7.93,-2.15,2.24,239.01,0,231,0.02,0,0,0.74,97047.72,0.42,0.0,-0.0
2020-01-07 08:00:00,-1.47,-1.05,3.1,-5.09,-1.19,3.1,232.17,69,224,45.37,473,24,0.63,97043.09,0.05,0.0,-0.0
2020-01-07 09:00:00,2.39,0.97,3.15,-0.84,0.28,3.15,230.29,225,225,173.37,701,52,0.58,97080.83,0.0,0.0,-0.0
2020-01-07 10:00:00,4.24,2.16,3.62,0.96,-0.21,3.62,235.29,364,229,300.03,821,65,0.5,97108.12,0.0,0.0,-0.0
2020-01-07 11:00:00,6.18,3.53,4.17,2.93,-0.28,4.17,242.73,457,234,387.12,876,71,0.44,97008.38,0.0,0.0,-0.0
2020-01-07 12:00:00,7.76,4.77,4.53,4.59,-0.14,4.53,255.58,493,241,419.96,889,73,0.41,96896.44,0.0,0.0,-0.0
2020-01-07 13:00:00,9.29,5.97,3.92,6.26,0.55,3.92,265.32,470,246,398.34,878,72,0.39,96851.6,0.0,0.0,-0.0
2020-01-07 14:00:00,11.28,7.32,2.84,8.48,2.48,2.84,263.62,389,250,323.37,833,66,0.37,96876.65,0.0,0.0,-0.0
2020-01-07 15:00:00,7.74,5.77,2.02,5.46,0.78,2.02,275.72,261,252,205.81,737,56,0.56,96897.61,0.0,0.0,-0.0
2020-01-07 16:00:00,5.69,4.78,2.43,3.13,2.4,2.43,234.55,106,250,72.95,540,34,0.59,96906.96,0.0,0.0,-0.0
2020-01-07 17:00:00,3.41,3.55,2.97,0.54,2.19,2.97,201.9,4,247,1.9,0,3,0.62,96862.64,0.0,0.0,-0.0
2020-01-07 18:00:00,3.32,3.39,1.96,0.45,2.24,1.96,249.87,0,245,-0.04,0,0,0.62,96898.11,0.0,0.0,-0.0
2020-01-07 19:00:00,3.28,3.25,0.48,0.22,0.85,0.48,319.59,0,244,-0.04,0,0,0.58,96974.07,0.0,0.0,-0.0
2020-01-07 20:00:00,-0.46,1.26,1.59,-3.65,-0.83,1.59,117.78,0,243,-0.04,0,0,0.72,96947.26,0.0,0.0,-0.0
2020-01-07 21:00:00,-1.29,0.7,2.06,-4.42,-0.65,2.06,137.07,0,243,-0.04,0,0,0.78,96929.08,0.22,0.0,-0.0
2020-01-07 22:00:00,-1.49,0.44,2.24,-4.65,-0.13,2.24,145.37,0,243,-0.04,0,0,0.79,96884.43,0.7,0.0,-0.0
2020-01-07 23:00:00,-1.25,0.41,2.08,-4.39,-0.03,2.08,132.68,0,240,-0.04,0,0,0.78,96879.04,0.05,0.0,-0.0
2020-01-08 00:00:00,-1.13,0.32,1.7,-4.19,0.15,1.7,77.18,0,239,-0.04,0,0,0.8,96897.26,0.0,0.0,-0.0
2020-01-08 01:00:00,-1.03,0.22,3.2,-4.0,-0.07,3.2,54.75,0,236,-0.04,0,0,0.82,96944.12,0.16,0.0,-0.0
2020-01-08 02:00:00,-1.03,0.06,4.34,-3.99,-0.16,4.34,69.47,0,234,-0.04,0,0,0.82,96908.49,0.27,0.0,-0.0
2020-01-08 03:00:00,-2.01,-0.59,4.73,-5.15,-1.37,4.73,80.47,0,232,-0.04,0,0,0.83,96874.87,0.31,0.0,-0.0
2020-01-08 04:00:00,-2.09,-0.8,4.96,-5.19,-1.15,4.96,89.68,0,230,-0.04,0,0,0.84,96828.8,0.13,0.0,-0.0
2020-01-08 05:00:00,-2.14,-0.99,5.33,-5.19,-0.99,5.33,95.08,0,229,-0.04,0,0,0.86,96765.92,0.2,0.0,-0.0
2020-01-08 06:00:00,-2.06,-1.12,5.65,-5.07,-0.86,5.65,101.48,0,228,-0.04,0,0,0.87,96695.97,0.55,0.0,-0.0
2020-01-08 07:00:00,-1.86,-1.17,5.84,-4.8,-0.7,5.84,108.2,0,228,0.06,0,0,0.88,96627.44,0.8,0.0,-0.0
2020-01-08 08:00:00,0.98,0.17,5.92,-1.76,0.91,5.92,115.16,68,228,44.44,462,24,0.77,96578.72,0.64,0.0,-0.0
2020-01-08 09:00:00,2.69,1.17,6.25,0.15,0.71,6.25,120.54,222,231,168.76,680,54,0.73,96543.39,0.36,0.0,-0.0
