,temperature (degC),urban_temperature (degC),wind_speed (m/s),humidex (degC),soil_temperature_level_1 (degC),wind_speed (m/s),wind_direction (deg),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),surface_direct_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
2020-01-01 00:00:00,13.31,14.69,2.36,15.55,14.67,2.36,110.85,0,358,-0.04,0,0,0.92,93426.94,0.95,0.0,0.0
2020-01-01 01:00:00,12.42,14.18,2.3,14.59,14.16,2.3,112.77,0,369,-0.04,0,0,0.96,93413.95,0.8,0.01,0.0
2020-01-01 02:00:00,12.64,14.2,2.28,14.87,14.22,2.28,113.34,0,362,-0.04,0,0,0.95,93362.82,0.77,0.0,0.0
2020-01-01 03:00:00,12.99,14.31,2.47,15.28,14.07,2.47,109.9,0,372,-0.04,0,0,0.94,93358.31,0.81,0.08,0.0
2020-01-01 04:00:00,12.68,14.07,2.64,14.88,14.03,2.64,112.9,0,354,-0.04,0,0,0.95,93335.75,0.75,0.12,0.0
2020-01-01 05:00:00,13.44,14.37,2.73,15.67,14.54,2.73,115.25,0,364,-0.04,0,0,0.91,93371.47,0.87,0.25,-0.0
2020-01-01 06:00:00,13.44,14.31,2.71,15.53,14.54,2.71,114.62,0,363,-0.04,0,0,0.89,93409.26,0.96,0.13,-0.0
2020-01-01 07:00:00,13.42,14.26,2.73,15.52,14.35,2.73,116.86,7,367,0.86,0,6,0.89,93498.15,0.91,0.18,-0.0
2020-01-01 08:00:00,13.11,14.11,2.79,15.24,13.58,2.79,120.79,59,372,14.18,65,45,0.92,93599.74,0.81,0.23,-0.0
2020-01-01 09:00:00,12.87,14.09,2.74,14.89,12.98,2.74,124.74,155,375,43.55,107,112,0.92,93690.11,0.75,0.17,-0.0
2020-01-01 10:00:00,13.96,14.79,3.0,16.24,13.84,3.0,130.94,216,378,42.7,77,174,0.88,93702.5,0.62,0.11,-0.0
2020-01-01 11:00:00,15.87,16.04,3.04,18.52,15.45,3.04,138.64,367,371,166.35,254,201,0.82,93668.6,0.75,0.06,-0.0
2020-01-01 12:00:00,16.55,16.69,3.49,19.56,16.92,3.49,160.79,357,382,128.18,182,230,0.82,93576.44,0.99,0.01,-0.0
2020-01-01 13:00:00,18.33,17.85,3.03,22.16,18.65,3.03,166.75,315,386,101.18,146,214,0.8,93477.38,1.0,0.01,-0.0
2020-01-01 14:00:00,18.09,17.93,2.34,21.76,19.12,2.34,167.94,209,392,44.83,71,165,0.8,93428.79,0.93,0.01,-0.0
2020-01-01 15:00:00,16.79,17.43,2.32,20.72,18.15,2.32,174.48,181,393,29.22,58,153,0.89,93417.4,0.98,0.12,-0.0
2020-01-01 16:00:00,16.7,17.42,2.03,20.59,17.91,2.03,154.47,67,397,3.14,9,64,0.89,93406.51,0.98,0.22,-0.0
2020-01-01 17:00:00,16.9,17.51,1.41,20.71,17.55,1.41,137.87,16,395,0.08,0,16,0.87,93467.11,0.98,0.38,-0.0
2020-01-01 18:00:00,17.06,17.56,1.33,21.07,17.58,1.33,124.0,0,392,-0.04,0,0,0.88,93520.65,0.93,0.37,-0.0
2020-01-01 19:00:00,16.74,17.37,1.24,20.75,17.34,1.24,109.19,0,390,-0.04,0,0,0.9,93594.09,0.91,0.15,-0.0
2020-01-01 20:00:00,14.93,16.41,1.33,18.48,15.91,1.33,99.23,0,379,-0.04,0,0,0.96,93664.59,0.86,0.05,-0.0
2020-01-01 21:00:00,14.66,16.19,1.28,18.11,15.83,1.28,99.75,0,368,-0.04,0,0,0.97,93687.59,0.87,0.17,-0.0
2020-01-01 22:00:00,14.49,16.05,1.43,17.87,15.53,1.43,117.46,0,382,-0.04,0,0,0.97,93681.53,0.92,0.76,-0.0
2020-01-01 23:00:00,14.38,15.92,1.67,17.73,15.55,1.67,135.46,0,374,-0.04,0,0,0.98,93660.85,0.87,1.12,-0.0
2020-01-02 00:00:00,14.73,16.04,1.57,18.25,15.78,1.57,131.41,0,380,-0.04,0,0,0.97,93616.02,0.83,1.44,-0.0
2020-01-02 01:00:00,14.41,15.79,1.45,17.86,15.45,1.45,105.91,0,359,-0.04,0,0,0.98,93572.79,0.89,1.29,-0.0
2020-01-02 02:00:00,14.71,15.85,1.7,18.2,15.7,1.7,90.01,0,357,-0.04,0,0,0.97,93516.74,0.69,1.93,-0.0
2020-01-02 03:00:00,13.64,15.21,1.8,16.6,15.21,1.8,86.07,0,341,-0.04,0,0,0.98,93523.23,0.51,2.44,-0.0
2020-01-02 04:00:00,13.91,15.23,2.39,16.87,15.2,2.39,93.18,0,349,-0.04,0,0,0.96,93491.38,0.5,1.98,-0.0
2020-01-02 05:00:00,14.02,15.18,2.82,16.64,15.17,2.82,94.72,0,347,-0.04,0,0,0.92,93526.57,0.71,1.33,-0.0
2020-01-02 06:00:00,14.29,15.24,2.44,16.8,15.2,2.44,95.81,0,365,-0.04,0,0,0.89,93548.37,0.84,2.71,-0.0
2020-01-02 07:00:00,14.27,15.18,0.37,16.74,15.12,0.37,95.31,4,369,0.79,0,4,0.89,93669.77,1.0,3.25,-0.0
2020-01-02 08:00:00,13.77,14.95,1.13,16.15,14.38,1.13,306.02,90,353,42.68,198,48,0.9,93809.6,0.98,3.18,-0.0
2020-01-02 09:00:00,13.28,14.82,0.95,15.5,13.74,0.95,63.55,195,359,80.44,199,115,0.91,93850.41,0.99,2.05,-0.0
2020-01-02 10:00:00,13.99,15.39,1.83,16.3,14.04,1.83,90.17,304,376,111.92,202,192,0.88,93829.3,0.89,0.88,-0.0
2020-01-02 11:00:00,14.36,15.72,2.19,16.96,14.77,2.19,130.7,206,378,67.86,103,139,0.89,93748.59,0.77,0.26,-0.0
2020-01-02 12:00:00,15.09,16.56,2.79,18.06,16.16,2.79,163.08,629,345,463.89,660,166,0.89,93645.73,0.77,0.01,-0.0
2020-01-02 13:00:00,17.38,18.11,3.05,20.92,18.47,3.05,183.82,559,358,363.16,524,196,0.82,93497.97,0.89,0.05,-0.0
2020-01-02 14:00:00,18.15,18.9,2.83,21.78,19.27,2.83,197.72,521,365,330.88,529,191,0.79,93406.16,0.78,0.11,-0.0
2020-01-02 15:00:00,17.9,18.98,3.0,21.64,19.5,3.0,209.58,287,387,100.42,198,187,0.81,93414.64,0.58,0.1,-0.0
2020-01-02 16:00:00,17.77,18.99,2.1,21.51,19.22,2.1,203.59,153,389,46.11,135,108,0.82,93450.25,0.51,0.08,-0.0
2020-01-02 17:00:00,18.12,19.16,1.57,22.22,18.76,1.57,181.43,58,391,22.5,157,36,0.83,93473.31,0.55,0.03,-0.0
2020-01-02 18:00:00,18.42,19.21,1.5,22.2,18.27,1.5,147.68,0,363,0.06,0,1,0.79,93521.03,0.56,0.03,-0.0
2020-01-02 19:00:00,16.6,18.18,1.57,20.13,17.69,1.57,139.96,0,351,-0.04,0,0,0.86,93594.38,0.54,0.15,-0.0
2020-01-02 20:00:00,15.93,17.75,1.44,19.68,16.66,1.44,144.7,0,371,-0.04,0,0,0.92,93640.07,0.38,0.01,-0.0
2020-01-02 21:00:00,14.53,16.9,1.35,17.74,16.29,1.35,146.92,0,334,-0.04,0,0,0.95,93623.15,0.45,0.0,-0.0
2020-01-02 22:00:00,14.67,16.83,1.32,18.01,16.06,1.32,135.0,0,347,-0.04,0,0,0.96,93642.69,0.51,0.02,-0.0
2020-01-02 23:00:00,14.61,16.67,1.14,17.93,15.93,1.14,125.1,0,344,-0.04,0,0,0.96,93595.84,0.57,0.09,-0.0
2020-01-03 00:00:00,15.37,16.95,0.8,19.09,16.26,0.8,121.07,0,364,-0.04,0,0,0.95,93567.05,0.7,0.0,-0.0
2020-01-03 01:00:00,15.1,16.74,0.44,18.83,15.98,0.44,118.72,0,373,-0.04,0,0,0.97,93569.11,0.78,0.03,-0.0
2020-01-03 02:00:00,15.16,16.7,0.27,18.91,16.11,0.27,119.12,0,372,-0.04,0,0,0.97,93504.89,1.0,0.23,-0.0
2020-01-03 03:00:00,15.1,16.61,0.4,18.91,16.07,0.4,67.19,0,373,-0.04,0,0,0.98,93501.27,0.77,0.37,-0.0
2020-01-03 04:00:00,15.04,16.51,0.66,18.71,16.13,0.66,81.74,0,375,-0.04,0,0,0.97,93432.21,0.94,0.27,-0.0
2020-01-03 05:00:00,15.17,16.51,0.71,18.58,16.32,0.71,86.04,0,375,-0.04,0,0,0.93,93458.16,0.97,0.18,-0.0
2020-01-03 06:00:00,15.13,16.42,0.74,18.51,16.33,0.74,108.34,0,372,-0.04,0,0,0.93,93510.2,0.98,0.03,-0.0
2020-01-03 07:00:00,15.24,16.42,0.77,18.65,16.29,0.77,119.74,6,375,0.59,0,6,0.93,93564.99,0.97,0.01,-0.0
2020-01-03 08:00:00,14.87,16.24,0.91,18.18,15.95,0.91,130.1,69,374,11.19,52,58,0.94,93636.95,0.92,0.0,-0.0
2020-01-03 09:00:00,14.76,16.33,0.79,17.95,15.59,0.79,137.59,213,378,60.96,151,152,0.93,93702.47,0.72,0.0,-0.0
2020-01-03 10:00:00,16.71,17.59,0.72,20.21,16.55,0.72,194.86,400,358,211.18,382,189,0.85,93702.6,0.34,0.08,-0.0
2020-01-03 11:00:00,18.09,18.68,0.74,21.64,17.81,0.74,237.55,526,351,366.63,559,160,0.79,93610.14,0.4,0.07,-0.0
2020-01-03 12:00:00,17.53,18.85,1.0,21.07,18.44,1.0,264.56,605,349,444.81,632,160,0.81,93498.71,0.57,0.14,-0.0
2020-01-03 13:00:00,19.24,20.07,1.45,23.05,19.92,1.45,285.48,476,375,251.15,362,225,0.75,93390.05,0.75,0.14,-0.0
2020-01-03 14:00:00,18.83,20.05,2.14,22.71,20.11,2.14,289.64,275,388,91.48,145,184,0.78,93292.89,0.46,0.61,-0.0
2020-01-03 15:00:00,17.96,19.83,1.98,23.09,20.0,1.98,300.01,365,358,229.07,451,136,0.93,93278.53,0.62,0.24,-0.0
2020-01-03 16:00:00,17.76,19.77,1.7,22.65,19.52,1.7,308.46,195,354,116.7,340,79,0.92,93302.43,0.49,0.17,-0.0
2020-01-03 17:00:00,17.88,19.74,1.15,22.51,18.9,1.15,325.23,66,345,35.76,245,30,0.89,93348.8,0.48,0.03,-0.0
2020-01-03 18:00:00,18.1,19.7,1.57,22.97,19.11,1.57,342.64,1,351,0.06,0,1,0.9,93384.42,0.75,0.0,-0.0
2020-01-03 19:00:00,16.7,18.82,1.8,20.84,18.58,1.8,353.26,0,329,-0.04,0,0,0.91,93424.39,0.74,0.0,-0.0
2020-01-03 20:00:00,14.64,17.62,1.76,18.31,16.52,1.76,2.88,0,337,-0.04,0,0,0.99,93492.91,0.71,0.0,-0.0
2020-01-03 21:00:00,14.57,17.4,1.8,18.08,16.41,1.8,5.97,0,335,-0.04,0,0,0.98,93511.06,0.6,0.0,-0.0
2020-01-03 22:00:00,13.5,16.68,1.79,16.52,15.54,1.79,7.64,0,332,-0.04,0,0,0.99,93509.71,0.55,0.0,-0.0
2020-01-03 23:00:00,12.73,16.1,1.82,15.32,15.07,1.82,10.3,0,324,-0.04,0,0,0.99,93482.06,0.46,0.0,-0.0
2020-01-04 00:00:00,12.85,15.98,1.31,15.43,14.93,1.31,14.42,0,332,-0.04,0,0,0.98,93479.65,0.39,0.02,-0.0
2020-01-04 01:00:00,11.81,15.3,1.58,13.8,14.25,1.58,16.91,0,348,-0.04,0,0,0.98,93420.45,0.41,0.01,-0.0
2020-01-04 02:00:00,11.86,15.18,1.16,13.8,14.15,1.16,23.22,0,347,-0.04,0,0,0.97,93384.98,0.38,0.01,-0.0
2020-01-04 03:00:00,12.19,15.17,1.49,14.45,14.27,1.49,42.79,0,331,-0.04,0,0,0.99,93304.56,0.8,0.02,-0.0
2020-01-04 04:00:00,12.05,14.94,1.16,14.19,14.03,1.16,43.26,0,335,-0.04,0,0,0.98,93281.26,0.46,0.02,-0.0
2020-01-04 05:00:00,12.79,15.16,1.37,14.92,14.63,1.37,41.71,0,332,-0.04,0,0,0.93,93326.04,0.32,0.01,-0.0
2020-01-04 06:00:00,12.46,14.83,1.5,14.41,14.47,1.5,41.59,0,321,-0.04,0,0,0.93,93363.91,0.42,0.01,-0.0
2020-01-04 07:00:00,12.93,14.91,1.66,14.98,14.21,1.66,47.36,11,322,3.89,0,8,0.92,93455.17,0.32,0.01,-0.0
2020-01-04 08:00:00,13.21,14.99,1.88,15.56,13.63,1.88,57.47,108,313,56.41,263,52,0.94,93522.8,0.35,0.0,-0.0
2020-01-04 09:00:00,13.52,15.26,2.22,15.75,13.42,2.22,63.91,263,338,175.12,435,88,0.9,93584.6,0.67,0.0,-0.0
2020-01-04 10:00:00,15.14,16.34,1.43,17.48,14.79,1.43,63.01,442,320,285.68,516,157,0.82,93569.15,0.77,0.06,-0.0
2020-01-04 11:00:00,17.24,17.82,0.82,19.64,16.98,0.82,17.87,593,328,469.21,715,124,0.73,93498.76,0.8,0.04,-0.0
2020-01-04 12:00:00,17.24,18.25,1.26,19.64,18.18,1.26,329.98,557,354,364.39,517,193,0.73,93390.8,0.77,0.09,-0.0
2020-01-04 13:00:00,19.46,19.75,1.83,21.74,19.79,1.83,323.27,527,358,279.99,402,248,0.62,93296.71,0.71,0.05,-0.0
2020-01-04 14:00:00,19.42,20.02,2.27,21.73,20.14,2.27,320.04,420,352,210.98,335,209,0.63,93244.1,0.75,0.02,-0.0
2020-01-04 15:00:00,18.07,19.58,3.23,21.06,19.57,3.23,327.49,391,341,250.12,491,141,0.74,93222.55,0.88,0.02,-0.0
2020-01-04 16:00:00,17.72,19.45,3.48,20.76,19.16,3.48,336.55,242,336,143.86,416,98,0.76,93259.89,0.83,0.01,-0.0
2020-01-04 17:00:00,18.04,19.51,3.05,20.77,18.49,3.05,344.4,85,332,38.6,261,47,0.72,93288.09,0.77,0.0,-0.0
2020-01-04 18:00:00,18.11,19.37,2.49,20.92,18.67,2.49,351.21,1,330,0.16,0,1,0.72,93355.49,0.46,0.0,-0.0
2020-01-04 19:00:00,16.66,18.46,1.92,19.43,18.31,1.92,356.74,0,320,-0.04,0,0,0.79,93413.03,0.27,0.0,-0.0
2020-01-04 20:00:00,12.52,16.18,1.98,14.41,15.31,1.98,5.8,0,301,-0.04,0,0,0.92,93468.77,0.22,0.0,-0.0
2020-01-04 21:00:00,12.06,15.71,1.87,13.71,14.63,1.87,11.5,0,303,-0.04,0,0,0.92,93520.58,0.11,0.0,-0.0
2020-01-04 22:00:00,11.52,15.21,2.01,13.11,13.86,2.01,17.91,0,306,-0.04,0,0,0.94,93525.43,0.04,0.0,-0.0
2020-01-04 23:00:00,11.14,14.77,2.05,12.51,13.53,2.05,24.82,0,296,-0.04,0,0,0.94,93501.95,0.06,0.0,-0.0
2020-01-05 00:00:00,11.28,14.59,1.85,12.66,13.42,1.85,25.95,0,292,-0.04,0,0,0.93,93474.9,0.04,0.0,-0.0
2020-01-05 01:00:00,10.24,13.83,1.78,11.19,12.54,1.78,28.1,0,289,-0.04,0,0,0.94,93462.42,0.0,0.0,-0.0
2020-01-05 02:00:00,10.32,13.63,1.87,11.23,12.45,1.87,30.91,0,283,-0.04,0,0,0.93,93414.47,0.0,0.0,-0.0
2020-01-05 03:00:00,9.84,13.15,1.86,10.61,11.98,1.86,31.22,0,283,-0.04,0,0,0.94,93403.83,0.0,0.0,-0.0
2020-01-05 04:00:00,9.43,12.7,1.61,10.1,11.86,1.61,40.77,0,276,-0.04,0,0,0.95,93382.3,0.0,0.0,-0.0
2020-01-05 05:00:00,9.97,12.73,1.83,10.59,12.38,1.83,40.83,0,274,-0.04,0,0,0.91,93401.97,0.0,0.0,-0.0
2020-01-05 06:00:00,9.79,12.41,1.89,10.36,12.23,1.89,46.19,0,270,-0.04,0,0,0.91,93481.36,0.0,0.0,-0.0
2020-01-05 07:00:00,10.49,12.55,1.6,11.24,11.77,1.6,53.18,14,268,5.94,0,9,0.89,93567.99,0.0,0.0,-0.0
2020-01-05 08:00:00,10.88,12.69,1.85,11.75,10.71,1.85,56.76,167,269,110.43,517,57,0.89,93652.84,0.0,0.0,-0.0
2020-01-05 09:00:00,10.93,12.86,2.35,11.46,10.5,2.35,50.17,377,273,291.46,725,86,0.84,93730.66,0.0,0.0,-0.0
2020-01-05 10:00:00,14.51,14.97,2.54,14.82,13.73,2.54,51.46,562,279,460.08,832,102,0.64,93733.76,0.0,0.0,-0.0
2020-01-05 11:00:00,17.29,16.84,2.55,17.93,16.5,2.55,53.49,690,284,579.42,882,112,0.56,93666.0,0.0,0.0,-0.0
2020-01-05 12:00:00,17.4,17.45,2.59,18.01,17.46,2.59,53.25,749,292,632.53,896,117,0.56,93579.76,0.0,0.0,-0.0
2020-01-05 13:00:00,20.12,19.35,2.56,20.78,19.08,2.56,54.4,736,296,621.87,892,115,0.47,93468.33,0.0,0.0,-0.0
2020-01-05 14:00:00,20.29,19.9,2.53,21.06,19.51,2.53,55.04,652,299,543.35,862,109,0.48,93421.41,0.0,0.0,-0.0
2020-01-05 15:00:00,18.48,19.3,2.33,19.77,19.37,2.33,59.75,505,300,407.47,797,98,0.58,93392.53,0.0,0.0,-0.0
2020-01-05 16:00:00,18.38,19.35,1.81,19.86,18.89,1.81,59.53,312,300,233.81,672,78,0.6,93408.18,0.0,0.0,-0.0
2020-01-05 17:00:00,17.74,18.93,1.75,19.57,18.14,1.75,50.34,107,298,65.69,437,42,0.65,93443.87,0.0,0.0,-0.0
2020-01-05 18:00:00,17.37,18.54,2.1,18.92,18.49,2.1,55.69,1,293,0.27,0,2,0.64,93525.07,0.0,0.0,-0.0
2020-01-05 19:00:00,16.04,17.66,1.99,17.49,17.86,1.99,68.56,0,289,-0.04,0,0,0.69,93591.53,0.0,0.0,-0.0
2020-01-05 20:00:00,12.36,15.6,1.88,13.2,14.7,1.88,75.71,0,285,-0.04,0,0,0.8,93666.77,0.0,0.0,-0.0
2020-01-05 21:00:00,12.2,15.26,1.82,13.11,14.52,1.82,77.7,0,282,-0.04,0,0,0.82,93707.53,0.0,0.0,-0.0
2020-01-05 22:00:00,10.89,14.36,1.78,11.66,13.35,1.78,77.58,0,279,-0.04,0,0,0.87,93720.51,0.0,0.0,-0.0
2020-01-05 23:00:00,10.4,13.86,1.72,10.98,12.78,1.72,80.78,0,276,-0.04,0,0,0.87,93690.22,0.0,0.0,-0.0
2020-01-06 00:00:00,10.35,13.58,1.7,10.86,12.57,1.7,83.66,0,276,-0.04,0,0,0.87,93666.9,0.0,0.0,-0.0
2020-01-06 01:00:00,9.11,12.72,1.69,9.06,11.43,1.69,82.65,0,275,-0.04,0,0,0.86,93625.09,0.0,0.0,-0.0
2020-01-06 02:00:00,9.11,12.46,1.74,9.01,11.28,1.74,83.08,0,275,-0.04,0,0,0.85,93614.75,0.0,0.0,-0.0
2020-01-06 03:00:00,8.45,11.9,1.71,8.35,10.5,1.71,85.0,0,274,-0.04,0,0,0.89,93571.9,0.0,0.0,-0.0
2020-01-06 04:00:00,8.77,11.82,1.78,8.75,10.59,1.78,86.52,0,274,-0.04,0,0,0.88,93536.83,0.0,0.0,-0.0
2020-01-06 05:00:00,10.15,12.28,1.75,10.25,11.64,1.75,89.29,0,274,-0.04,0,0,0.82,93568.38,0.0,0.0,-0.0
2020-01-06 06:00:00,10.15,12.07,1.81,10.21,11.49,1.81,90.52,0,274,-0.04,0,0,0.81,93648.88,0.0,0.0,-0.0
2020-01-06 07:00:00,10.91,12.27,2.09,11.08,11.36,2.09,95.89,14,274,5.88,0,9,0.79,93702.51,0.0,0.0,-0.0
2020-01-06 08:00:00,11.27,12.42,2.29,11.71,10.09,2.29,103.05,165,277,109.85,515,55,0.81,93770.4,0.0,0.0,-0.0
2020-01-06 09:00:00,12.06,13.0,2.04,12.76,9.84,2.04,113.85,373,284,288.83,718,84,0.8,93842.35,0.0,0.0,-0.0
2020-01-06 10:00:00,17.43,16.05,2.35,18.47,14.46,2.35,128.2,554,292,453.78,820,101,0.6,93826.15,0.0,0.0,-0.0
2020-01-06 11:00:00,20.03,17.89,2.5,20.66,17.26,2.5,138.81,682,299,572.62,871,110,0.47,93746.13,0.0,0.0,-0.0
2020-01-06 12:00:00,19.99,18.49,2.54,20.76,18.11,2.54,146.49,739,308,625.29,884,114,0.49,93640.83,0.0,0.0,-0.0
2020-01-06 13:00:00,22.4,20.28,2.19,23.09,19.55,2.19,148.73,728,311,615.02,881,114,0.41,93539.07,0.0,0.0,-0.0
2020-01-06 14:00:00,22.5,20.84,1.77,23.13,20.04,1.77,148.12,646,314,538.74,852,108,0.41,93487.91,0.0,0.0,-0.0
2020-01-06 15:00:00,20.85,20.37,1.82,22.7,20.27,1.82,150.52,501,315,405.15,789,97,0.54,93430.38,0.0,0.0,-0.0
2020-01-06 16:00:00,20.84,20.51,1.65,22.76,19.85,1.65,152.57,310,314,232.81,665,78,0.54,93478.92,0.0,0.0,-0.0
2020-01-06 17:00:00,21.81,20.95,1.76,23.16,19.27,1.76,154.64,108,312,66.33,434,42,0.47,93505.15,0.0,0.0,-0.0
2020-01-06 18:00:00,22.69,21.24,1.71,24.29,19.9,1.71,143.92,2,306,0.29,0,2,0.47,93569.54,0.0,0.0,-0.0
2020-01-06 19:00:00,21.64,20.56,1.25,22.99,18.82,1.25,122.59,0,302,-0.04,0,0,0.48,93658.06,0.0,0.0,-0.0
2020-01-06 20:00:00,16.4,17.79,1.53,17.79,15.64,1.53,117.87,0,299,-0.04,0,0,0.67,93717.85,0.0,0.0,-0.0
2020-01-06 21:00:00,14.66,16.73,1.69,16.01,15.12,1.69,122.62,0,297,-0.04,0,0,0.74,93741.95,0.0,0.0,-0.0
2020-01-06 22:00:00,12.74,15.56,1.56,13.87,13.57,1.56,120.63,0,295,-0.04,0,0,0.82,93733.0,0.0,0.0,-0.0
2020-01-06 23:00:00,11.99,14.95,1.54,13.02,13.26,1.54,121.54,0,292,-0.04,0,0,0.85,93686.33,0.0,0.0,-0.0
2020-01-07 00:00:00,11.36,14.41,1.66,12.26,12.99,1.66,119.68,0,288,-0.04,0,0,0.86,93627.92,0.0,0.0,-0.0
2020-01-07 01:00:00,10.4,13.7,1.66,11.03,12.24,1.66,116.87,0,285,-0.04,0,0,0.88,93596.15,0.0,0.0,-0.0
2020-01-07 02:00:00,10.09,13.31,1.63,10.62,11.87,1.63,107.09,0,283,-0.04,0,0,0.89,93518.56,0.0,0.0,-0.0
2020-01-07 03:00:00,9.66,12.87,1.73,10.1,11.47,1.73,109.87,0,282,-0.04,0,0,0.9,93518.83,0.01,0.0,-0.0
2020-01-07 04:00:00,9.91,12.76,1.86,10.34,11.44,1.86,112.41,0,281,-0.04,0,0,0.88,93440.07,0.0,0.0,-0.0
2020-01-07 05:00:00,10.73,12.95,1.86,11.34,11.93,1.86,113.27,0,282,-0.04,0,0,0.86,93433.5,0.0,0.0,-0.0
2020-01-07 06:00:00,10.93,12.85,1.71,11.55,11.95,1.71,111.27,0,284,-0.04,0,0,0.85,93501.37,0.02,0.0,-0.0
2020-01-07 07:00:00,11.73,13.08,1.81,12.44,11.81,1.81,123.54,13,288,5.54,0,8,0.82,93554.96,0.03,0.0,-0.0
2020-01-07 08:00:00,12.81,13.61,1.92,13.99,10.87,1.92,135.17,160,295,105.46,496,55,0.82,93605.14,0.11,0.0,-0.0
2020-01-07 09:00:00,13.81,14.32,1.64,15.3,10.88,1.64,153.16,362,305,275.97,687,86,0.8,93654.33,0.2,0.0,-0.0
2020-01-07 10:00:00,19.0,17.3,1.86,21.71,15.49,1.86,173.49,538,316,434.81,785,104,0.67,93646.7,0.31,0.0,-0.0
2020-01-07 11:00:00,21.33,19.03,2.13,23.74,18.02,2.13,194.65,650,332,530.93,806,120,0.56,93574.33,0.33,0.0,-0.0
2020-01-07 12:00:00,21.29,19.58,2.38,23.98,18.94,2.38,210.27,624,356,449.66,635,175,0.58,93458.01,0.23,0.0,-0.0
2020-01-07 13:00:00,23.9,21.48,2.8,27.54,20.58,2.8,225.6,663,356,510.44,729,153,0.56,93313.16,0.43,0.01,-0.0
2020-01-07 14:00:00,23.82,21.91,3.02,27.21,21.0,3.02,232.93,504,367,297.7,469,207,0.54,93240.35,0.44,0.02,-0.0
2020-01-07 15:00:00,21.23,20.92,3.0,25.3,20.53,3.0,239.81,343,375,186.75,362,157,0.68,93201.79,0.54,0.02,-0.0
2020-01-07 16:00:00,21.28,21.1,1.93,25.43,20.21,1.93,235.13,229,370,133.22,378,97,0.69,93232.26,0.59,0.04,-0.0
2020-01-07 17:00:00,20.74,20.81,1.63,24.85,19.64,1.63,224.18,80,359,40.91,263,40,0.71,93239.9,0.58,0.0,-0.0
2020-01-07 18:00:00,21.01,20.87,1.97,25.49,19.97,1.97,194.39,1,373,0.09,0,2,0.72,93287.53,0.47,0.01,-0.0
2020-01-07 19:00:00,19.61,20.07,1.88,23.93,19.5,1.88,166.08,0,357,-0.04,0,0,0.77,93357.51,0.58,0.02,-0.0
2020-01-07 20:00:00,17.8,19.07,1.68,22.12,17.52,1.68,148.88,0,367,-0.04,0,0,0.87,93407.03,0.55,0.0,-0.0
2020-01-07 21:00:00,17.36,18.73,1.6,21.48,17.37,1.6,138.9,0,352,-0.04,0,0,0.87,93394.84,0.29,0.0,-0.0
2020-01-07 22:00:00,16.21,18.02,1.51,19.79,16.42,1.51,133.27,0,345,-0.04,0,0,0.89,93390.7,0.23,0.0,-0.0
2020-01-07 23:00:00,16.3,17.95,1.52,19.86,16.3,1.52,133.0,0,357,-0.04,0,0,0.88,93346.73,0.53,0.0,-0.0
2020-01-08 00:00:00,15.92,17.64,1.58,19.3,16.15,1.58,145.84,0,360,-0.04,0,0,0.89,93295.74,0.9,0.01,-0.0
2020-01-08 01:00:00,15.5,17.32,1.67,18.9,15.57,1.67,171.57,0,356,-0.04,0,0,0.91,93274.17,0.95,0.14,-0.0
2020-01-08 02:00:00,16.45,17.72,1.43,20.16,16.05,1.43,194.08,0,390,-0.04,0,0,0.89,93229.6,1.0,1.01,-0.0
2020-01-08 03:00:00,16.07,17.46,1.47,20.0,16.13,1.47,188.34,0,381,-0.04,0,0,0.93,93155.58,0.94,1.16,-0.0
2020-01-08 04:00:00,15.86,17.28,1.7,19.62,16.03,1.7,181.72,0,377,-0.04,0,0,0.93,93157.04,0.99,0.66,-0.0
2020-01-08 05:00:00,16.23,17.4,1.87,19.88,16.19,1.87,181.58,0,384,-0.04,0,0,0.89,93140.6,0.94,0.83,-0.0
2020-01-08 06:00:00,16.48,17.46,1.84,20.16,16.36,1.84,176.65,0,380,-0.04,0,0,0.88,93186.18,0.76,1.01,-0.0
2020-01-08 07:00:00,16.68,17.5,2.23,20.35,16.35,2.23,177.18,4,380,0.9,0,3,0.87,93266.05,0.76,0.85,-0.0
2020-01-08 08:00:00,16.17,17.24,2.66,19.79,15.47,2.66,167.93,59,376,28.97,136,31,0.89,93335.26,0.42,0.29,-0.0
2020-01-08 09:00:00,16.03,17.26,2.96,19.53,14.98,2.96,173.29,205,362,112.57,280,93,0.89,93376.18,0.3,0.05,-0.0
2020-01-08 10:00:00,19.0,19.07,3.66,23.51,17.23,3.66,187.16,487,349,372.84,672,114,0.82,93382.68,0.38,0.0,-0.0
2020-01-08 11:00:00,20.92,20.46,3.74,25.89,19.14,3.74,198.04,516,373,362.49,550,154,0.76,93295.02,0.35,0.01,-0.0
2020-01-08 12:00:00,21.42,21.03,4.05,26.58,20.14,4.05,207.74,387,378,256.55,361,131,0.75,93187.02,0.45,0.02,-0.0
2020-01-08 13:00:00,23.01,22.26,3.76,28.63,21.26,3.76,214.04,520,384,325.34,463,195,0.71,93082.83,0.52,0.05,-0.0
